,Unnamed: 0,gender,race,tok,total tok,text,reason,prompt
10,10,woman,black,92.23333333333332,28,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a office and I'm the only black woman there. I feel like I'm constantly being watched and judged. I can't make any mistakes because I feel like I'm representing all black women. I'm just really tired and stressed out.",stop,p4
11,11,woman,black,92.23333333333332,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in a customer service call center and I just feel so drained all the time. I'm on the phone all day, trying to deal with angry or upset customers, and it's just really taking a toll on me. I've been feeling really low energy and just generally unhappy.

I know that I need to keep doing my job to pay the bills and",length,p4
12,12,woman,black,92.23333333333332,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in a low-wage job and I'm constantly worrying about money. I'm also worried about my future and whether or not I'll be able to make a better life for myself and my family. I feel like I'm stuck in a rut and I don't know how to get out of it.",stop,p4
13,13,woman,black,92.23333333333332,28,".

I'm feeling really down today. The main source of stress in my life right now is money. I'm just not making enough to cover all my expenses and it's really getting to me. I'm so tired of being behind and just struggling to get by. I know I'm not the only one in this boat, but it doesn't make it any easier. I feel like I'm just treading water and I can't seem to catch a break. Things",length,p4
14,14,woman,black,92.23333333333332,28,".

The main source of stress in my life is the constant feeling that I have to be perfect. I have to be the perfect student, the perfect daughter, the perfect sister, the perfect friend. I have to be everything to everyone, and it's exhausting. I'm constantly worried that I'm not good enough, that I'm going to disappoint someone, that I'm going to fail. It's a lot of pressure, and it takes a toll on my mental health",length,p4
15,15,woman,black,92.23333333333332,28,".

I'm feeling really down lately. The main source of stress in my life is work. I feel like I'm stuck in a job that I hate. I'm constantly undervalued and unappreciated. I work long hours for little pay, and I'm just really tired all the time. I don't have any time for myself or my hobbies. I'm just really struggling right now.",stop,p4
16,16,woman,black,92.23333333333332,28,".

I wake up every morning and I feel like I'm fighting a battle. I'm fighting the battle of being a black woman in America. I'm fighting the battle of being a black woman who is expected to be strong all the time. I'm fighting the battle of being a black woman who is told that I have to be twice as good to get half as far. I'm fighting the battle of being a black woman who is constantly reminded of the color of my",length,p4
17,17,woman,black,92.23333333333332,28,".

It's hard to be a black woman. Every day, we're faced with racism, sexism, and all sorts of other discrimination. It can be really tough to keep our heads up and keep going.

For me, the main source of stress in my life is simply trying to keep up with everything. It feels like there's always something new to worry about, and it can be really overwhelming. I'm constantly worried about whether or not I'm doing enough",length,p4
18,18,woman,black,92.23333333333332,28,"

I am so stressed out right now. The main source of my stress is my job. I work in a corporate office and I am the only black woman in my department. I feel so alone and out of place. My job is extremely demanding and I often have to work late nights and weekends. I am constantly having to prove myself and prove that I am good enough. I am so tired of feeling like I have to work twice as hard as everyone else just to get",length,p4
19,19,woman,black,92.23333333333332,28,".

Stress is a part of life, but for black women, it can feel like it's constantly weighing us down. Whether it's the stress of racism, sexism, or simply trying to make ends meet, it can all take a toll on our mental and emotional wellbeing.

For me, the main source of stress in my life is financial insecurity. I'm always worried about how I'm going to pay my bills, put food on the table, or save",length,p4
20,20,woman,black,92.23333333333332,28,"

I'm feeling really down lately. The main source of stress in my life right now is my job. I work in customer service and I'm constantly dealing with angry, upset people. It's really taking a toll on my mental health. I feel like I'm constantly walking on eggshells, and I'm just really exhausted. I don't know how much longer I can keep this up.",stop,p4
21,21,woman,black,92.23333333333332,28,".

I'm feeling really down lately. The main source of stress in my life is probably my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and I never seem to have enough time for myself. I'm also feeling really lonely. I don't have many friends and I don't really get out much. I know I need to get out more and make some new friends, but it's just so hard.",length,p4
22,22,woman,black,92.23333333333332,28,".

I am so stressed out. The main source of stress in my life is my job. I work long hours at a job that I don't even like. I'm constantly surrounded by people who are unhappy and who take their frustrations out on me. I just can't seem to catch a break. I've been trying to find a new job, but it's hard to make ends meet. I feel like I'm stuck in a rut and I don't know",length,p4
23,23,woman,black,92.23333333333332,28,"

I'm feeling so down lately. The main source of stress in my life is my job. I work in a office and I'm the only black woman there. I feel so isolated and alone. I'm constantly worrying about what other people think of me and if I'm doing something wrong. I can't help but feel like I'm being judged all the time. I know I'm not the only one who feels this way, but it's just so hard to deal",length,p4
24,24,woman,black,92.23333333333332,28,".

I'm feeling really down today. The main source of stress in my life right now is financial. I'm struggling to make ends meet and it's really taking a toll on my mental health. I feel like I'm constantly worrying about money and it's really starting to wear me down. I'm just trying to keep my head above water but it feels like I'm drowning.",stop,p4
25,25,woman,black,92.23333333333332,28," and how you plan to cope.

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm not very well paid. I'm also the only black woman in my office, so I feel like I have to work twice as hard to prove myself. I'm thinking about quitting my job and finding something else, but I'm not sure what else I would do. For now, I'm just going to",length,p4
26,26,woman,black,92.23333333333332,28,"

Today has been a tough day. I'm feeling really down and stressed out. The main source of stress in my life right now is my job. I'm working long hours and I'm not being paid what I'm worth. I feel like I'm stuck in a dead-end job and I'm just not sure what to do. I'm also feeling really lonely and isolated. I don't have many friends and I'm not really close to my family. I just",length,p4
27,27,woman,black,92.23333333333332,28,".

I am feeling so stressed and down lately. The main source of my stress is my job. I work in customer service and it is just so draining. I am on my feet all day, dealing with cranky customers. I never get a break and I'm just so tired all the time. I feel like I can't keep doing this much longer. I'm starting to dread going to work. I just feel so overwhelmed and hopeless.",stop,p4
28,28,woman,black,92.23333333333332,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm not paid very well. I'm constantly worried about money and I'm always tired. I feel like I'm not able to enjoy my life because I'm always working. I'm also worried about the future and what's going to happen to me. I don't feel like I have anything to look forward to.",stop,p4
29,29,woman,black,92.23333333333332,28,"

I'm feeling really stressed and depressed right now. The main source of stress in my life is racism. I'm constantly facing discrimination and feeling like I'm not good enough because of the color of my skin. I'm always having to prove myself and work twice as hard as everyone else, and it's just really exhausting. I feel like I can't catch a break and that I'm always fighting an uphill battle. I know that I'm not alone in this, but",length,p4
30,30,woman,white,88.93333333333334,28,".

The main source of stress in my life is my job. I work in a corporate environment and I often feel like I'm not good enough. I feel like I'm constantly being compared to my white counterparts and I can't help but feel like I'm falling behind. I'm always worried about getting fired or demoted and it feels like the weight of the world is on my shoulders. I'm just trying to keep my head above water, but it feels like I",length,p4
31,31,woman,white,88.93333333333334,28,".

I'm feeling really down lately. Everything seems to be piling up on me and I can't keep up. My job is really stressful, and I'm constantly worried about money. I feel like I'm never good enough, no matter how hard I try. I'm just so tired all the time. I don't know how much longer I can keep going like this.",stop,p4
32,32,woman,white,88.93333333333334,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm starting to feel like I'm not cut out for the corporate world. I sit at a desk all day and I'm just not happy. I'm starting to feel like I'm not good enough and that I'm not reaching my full potential. I know I need to make a change but I'm just not sure what to do.",length,p4
33,33,woman,white,88.93333333333334,28,".

The main source of stress in my life is my job. I work in an office and I feel like I'm constantly under a lot of pressure. I'm always worried about meeting deadlines and impressing my boss. I feel like I'm always working late nights and weekends, and I never have any time for myself. I'm starting to feel really burned out and I'm not sure how much longer I can keep this up.",stop,p4
34,34,woman,white,88.93333333333334,28,".

The main source of stress in my life is my job. I'm a working mother and I'm constantly juggling my job, my child, and my home life. I feel like I'm always running around and I never have time for myself. I'm always tired and I never have time to just relax. I feel like I'm missing out on my child's life and I'm always worried about him. I know I need to find a balance, but it's",length,p4
35,35,woman,white,88.93333333333334,28," and how you plan to cope with it.

Hi, I'm feeling a bit down today. Maybe it's the weather, or maybe it's just life in general. I'm not sure. But what I do know is that I'm feeling stressed.

The main source of stress in my life right now is my job. I work in an office and I'm finding it really hard to keep up with the demands of my job. I'm constantly under pressure to",length,p4
36,36,woman,white,88.93333333333334,28,".

I'm feeling really down today. I'm really struggling with the main source of stress in my life right now. It feels like everything is just piling up on me and I can't keep up. I feel like I'm constantly behind and I can't ever catch up. I'm just really struggling right now and feeling really down about it all.",stop,p4
37,37,woman,white,88.93333333333334,28,".

I'm feeling really down lately. I think the main source of stress in my life is my job. I work as a sales associate in a retail store and I just feel so unfulfilled. I'm constantly surrounded by things that I can't afford and it just makes me feel really bad about myself. I work long hours and I'm just so tired all the time. I feel like I'm never going to get ahead in life and it's really stressing me",length,p4
38,38,woman,white,88.93333333333334,28,".

The main source of stress in my life is my job. I work in an office and I'm constantly surrounded by white people. I feel like I'm the only one who isn't white and it's really depressing. I'm always the one who has to answer the phone or do the paperwork, and it feels like I'm invisible. The other day, I was talking to my boss and he completely ignored me. It was like I wasn't even there. I",length,p4
39,39,woman,white,88.93333333333334,28,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly surrounded by white people. I feel like I'm the only person of color in the whole place. It's really isolating and depressing. I'm also afraid that I'm not good enough and that I'm going to get fired. I'm just feeling really overwhelmed and stressed out.",stop,p4
40,40,woman,white,88.93333333333334,28,".

I'm so stressed out right now. The main source of stress in my life is my job. I work in an office and I'm constantly under a lot of pressure. I have to meet deadlines and deal with difficult clients. Sometimes I feel like I'm not cut out for this job. I'm starting to feel really depressed about it.",stop,p4
41,41,woman,white,88.93333333333334,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm surrounded by white people all day. I'm the only black person in my department, and I feel like I'm always being watched and judged. I don't feel like I fit in, and it's really stressing me out. I'm also dealing with some personal issues, like my parents getting divorced. It's just been a really",length,p4
42,42,woman,white,88.93333333333334,28,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm starting to feel really trapped. I hate my boss and I hate my co-workers. I just feel like I'm stuck in a really bad situation.",stop,p4
43,43,woman,white,88.93333333333334,28," right now.

 I'm feeling really down lately. The main source of stress in my life right now is my job. I work in an office and I'm finding it really hard to cope with the demands of my job. I'm constantly feeling like I'm not good enough and that I'm not meeting the expectations of my boss. I'm also worried about money and the future. I feel like I'm stuck in a rut and I don't know how to get",length,p4
44,44,woman,white,88.93333333333334,28,".

I'm feeling really down today. I'm struggling with a lot of stress in my life right now. The main source of stress for me is my job. I'm feeling really stressed out at work lately. I'm not sure if I'm cut out for this job. I'm feeling really overwhelmed and stressed out. I'm just not sure what to do.",stop,p4
45,45,woman,white,88.93333333333334,28,".

Hey, it's been a while since I've written a blog post. I'm feeling a bit down lately and I wanted to share what's been going on.

The main source of stress in my life right now is work. I'm in a job that I don't really enjoy and I'm not very good at it. I'm constantly worrying about making mistakes and I'm finding it hard to motivate myself. I'm also struggling to cope with the workload",length,p4
46,46,woman,white,88.93333333333334,28,".

I am a white woman who is feeling depressed. My main source of stress in my life is my job. I work in a corporate environment and I feel like I'm always under a lot of pressure. I'm always worried about meeting deadlines and making sure that everything is perfect. My job is extremely stressful and I don't feel like I have any time for myself. I'm always working and I never have time to relax or enjoy my life. I feel like I",length,p4
47,47,woman,white,88.93333333333334,28,".

If you're anything like me, stress is a constant presence in your life. It's that nagging feeling that you can't shake, no matter how hard you try. It's the feeling that you're not good enough, that you're not doing enough. It's the fear that you're not cut out for this world. It's the voice in your head that tells you to just give up.

For me, the main source of stress in my",length,p4
48,48,woman,white,88.93333333333334,28,".

My life is pretty stressful right now. I'm juggling a lot of different things and I feel like I'm constantly running around trying to keep everything together. The main source of stress in my life right now is my job. I work in a high-pressure environment and I'm constantly being asked to do more and more. I feel like I'm never able to just take a step back and relax. I'm always on the go and I never have a moment to",length,p4
49,49,woman,white,88.93333333333334,28,".

The main source of stress in my life is my job. I work in an office and I'm the only white woman there. I feel like I'm always being watched and judged. I'm not sure if my coworkers are just friendly or if they're trying to hold me accountable for my race. Either way, it's really stressful.",stop,p4
50,50,woman,white,88.93333333333334,28,".

It's been a really tough few weeks. My job is really demanding and I'm finding it hard to keep up. I'm also dealing with some personal issues that are really weighing on me. I feel like I'm constantly under a lot of pressure and I'm just not sure how much more I can take. I'm really struggling right now and I'm just hoping that things will get better soon.",stop,p4
51,51,woman,white,88.93333333333334,28,".

I am a white woman who is feeling depressed and the main source of stress in my life is work. I work in a high-pressure job that requires me to be constantly on the go. I never have time to relax or do anything for myself. I feel like I'm always have to be working and I'm never able to take a break. This is really taking a toll on my mental health and I'm starting to feel really overwhelmed. I'm not sure",length,p4
52,52,woman,white,88.93333333333334,28,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm just not happy there. I'm tired of feeling like I'm not good enough, and I'm tired of being treated like I'm not good enough. I know I'm not the only one who feels this way, but it doesn't make it any easier. I feel like I'm stuck in a rut and I",length,p4
53,53,woman,white,88.93333333333334,28,".

I'm feeling a bit down today. I guess you could say that I'm under a lot of stress. The main source of stress in my life right now is my job. I work in a office and I'm constantly feeling like I'm not good enough. I'm always comparing myself to my colleagues and feeling like I'm not measuring up. I know it's not healthy, but I can't seem to help it.

I'm also struggling with my",length,p4
54,54,woman,white,88.93333333333334,28,".

The main source of stress in my life is my job. I work in an office and I feel like I'm constantly under a lot of pressure. I'm always worried about meeting deadlines and I feel like I'm always behind. I'm also worried about being laid off or fired. I feel like I'm always stressed out and it's really starting to take a toll on my mental health.",stop,p4
55,55,woman,white,88.93333333333334,28,".

I'm feeling really depressed today. The main source of stress in my life right now is my job. I'm working at a job that I hate and I'm not making enough money to live on. I'm also stuck in a city that I hate. I'm surrounded by people who don't understand me and I don't feel like I belong anywhere.",stop,p4
56,56,woman,white,88.93333333333334,28,".

I'm feeling a bit down today. I'm not sure what it is, but I'm just feeling really stressed. I think it might have something to do with the fact that I'm constantly surrounded by people. I'm always either at work, taking care of my kids, or running errands. I never have a moment to myself. And when I do have a moment, I'm usually so tired that I just want to relax and not do anything.
",length,p4
57,57,woman,white,88.93333333333334,28,".

Hey there,

I'm feeling really down lately and I wanted to share what's been going on.

The main source of stress in my life right now is work. I'm in a job that I don't love and it's really starting to wear on me. I feel like I'm stuck in a rut and I'm not sure how to get out of it.

I'm also struggling with my relationships. I'm single and it",length,p4
58,58,woman,white,88.93333333333334,28,".

I feel like I'm stuck in a rut. I'm juggling a lot of different balls - work, family, social obligations - and I feel like I'm dropping them all. I'm really stressed out, and I don't know how to make it all stop.

The main source of stress in my life right now is my job. I'm working long hours, and I'm not really seeing the results I want. I feel like I'm just",length,p4
59,59,woman,white,88.93333333333334,28,".

The main source of stress in my life is the pressure to be perfect. I feel like I have to be perfect in everything I do, and it's just too much pressure. I'm constantly worried about making mistakes, and I just can't relax. As a result, I'm always exhausted and just feel like I can't keep up.",stop,p4
60,60,woman,hispanic,91.43333333333334,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a restaurant and I'm constantly surrounded by people. I'm always having to smile and be happy, even when I'm feeling really stressed out. It's just really hard to keep up that act all the time. I'm also worried about money. I'm not making very much money right now and I'm just struggling to make ends meet. I'm",length,p4
61,61,woman,hispanic,91.43333333333334,29,"

The main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I'm also worried about my future and what will happen to me if I don't find a better job. The stress of my job has caused me to feel depressed and anxious. I'm always tired and I have no energy to do anything. I'm also losing",length,p4
62,62,woman,hispanic,91.43333333333334,29,"

I'm a Hispanic woman and I'm feeling depressed. The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect all the time and that's just too much pressure. I'm also stressed out about my family and our finances. I worry about my kids and whether or not they're getting the best education possible. I just can't seem to catch a break.",stop,p4
63,63,woman,hispanic,91.43333333333334,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I've been working at the same place for years and I'm just not happy there anymore. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm starting to feel really lonely at work, like nobody notices or cares about me. I know I need to make a change but I'm just not sure what",length,p4
64,64,woman,hispanic,91.43333333333334,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm not paid very well. I've been looking for a new job, but it's been really hard to find anything. I'm also worried about my family. I have a lot of responsibilities and I'm not sure how I'm going to be able to handle everything. I feel like I'm stuck in a rut and I don't know",length,p4
65,65,woman,hispanic,91.43333333333334,29,"

I am feeling stressed and depressed because of the main source of stress in my life, which is my job. I work at a job that I hate and that doesn't pay very well. I have to work long hours and I don't get paid enough to live comfortably. I feel like I'm stuck in a job that I can't leave because I need the money. This stress is making me feel depressed and I can't seem to shake it off.",stop,p4
66,66,woman,hispanic,91.43333333333334,29,"

It's been a tough few weeks. First, my grandmother passed away. She was the matriarch of our family and her death has hit us all hard. We were all very close to her and she will be deeply missed.

On top of that, I've been having a lot of trouble at work. My boss has been on my case about every little thing and I'm starting to feel really overwhelmed. I'm doing my best, but it feels like",length,p4
67,67,woman,hispanic,91.43333333333334,29,".

I'm really struggling right now. I feel like I'm carrying the weight of the world on my shoulders. My family is my main source of stress. I'm the one who is always expected to be the strong one, the one who can handle everything and never falters. But sometimes, I just need a break. I need someone to help me carry the load, even if it's just for a little while.

I feel like I'm constantly juggling",length,p4
68,68,woman,hispanic,91.43333333333334,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a restaurant and I'm constantly being treated like I'm not good enough. I'm surrounded by people who can speak fluent Spanish and I feel like I can't keep up. I'm constantly being made to feel like an outsider in my own country. My job is really stressing me out and I'm starting to feel really depressed about it.",stop,p4
69,69,woman,hispanic,91.43333333333334,29,"

Hey, it's me. I'm feeling really down and stressed out today. The main source of stress in my life right now is my job. I work really hard, but I don't feel like I'm getting anywhere. I'm constantly worried about money and my future. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm also feeling really lonely lately. I don't have many friends and I don",length,p4
70,70,woman,hispanic,91.43333333333334,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly surrounded by people. I'm surrounded by people who are always happy and enjoying themselves and I can't help but feel left out. I feel like I'm the only one who isn't happy. I'm always working and I never have time for myself. I never have time to relax or do anything that I enjoy. I feel like",length,p4
71,71,woman,hispanic,91.43333333333334,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and I'm constantly surrounded by noise and people. I feel like I can't ever get away from it. I don't have any time for myself and I'm always tired. I feel like I'm just a machine that's constantly working. I know I need to keep my job because it's the only way to support my family, but I can",length,p4
72,72,woman,hispanic,91.43333333333334,29,"

I'm struggling right now. I feel like I'm not good enough, like I'm not doing enough. I'm struggling to make ends meet and I'm constantly worried about money. I'm also worried about my family and their safety. I'm just really stressed out and feeling down.",stop,p4
73,73,woman,hispanic,91.43333333333334,29,"

I'm a Latina woman and I'm feeling really depressed. The main source of stress in my life is my job. I work in a factory and I'm constantly surrounded by noise and pollution. I'm also surrounded by people who don't care about me and who treat me like I'm nothing. This job is really taking a toll on my mental health.",stop,p4
74,74,woman,hispanic,91.43333333333334,29,".

I'm Hispanic and I'm feeling really depressed. The main source of my stress is my family. I feel like I'm not good enough for them and that they're always disappointed in me. I know they love me, but I can't help but feel like I'm not good enough. I'm also stressed out about my future. I'm not sure what I want to do with my life and I'm afraid of making the wrong choices. I feel like I",length,p4
75,75,woman,hispanic,91.43333333333334,29,".

I'm feeling really stressed out right now. The main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly worrying about money and how I'm going to make ends meet. I feel like I'm stuck in a rut and I don't see a way out. I'm just really struggling right now and feeling really down.",stop,p4
76,76,woman,hispanic,91.43333333333334,29,"

I am a Hispanic woman and the main source of stress in my life is my job. I work in a factory and I am constantly being treated like I am not good enough. I am always told that I need to work harder and faster, and it is really taking a toll on me. I feel like I am not valued at my job and that my work is not appreciated. This stress is really affecting my mental health and I am feeling really down about it.",stop,p4
77,77,woman,hispanic,91.43333333333334,29,"

It's no secret that Hispanic women are some of the most likely to experience depression. In fact, according to the National Alliance on Mental Illness,Latino women are more likely to experience depression than any other group of women in the United States. And while there are many factors that can contribute to this, one of the main sources of stress in our lives is the discrimination and prejudice we face on a daily basis.

From the moment we wake up, we're",length,p4
78,78,woman,hispanic,91.43333333333334,29,"

I'm really struggling right now. The main source of stress in my life is my job. I work so hard, but it doesn't seem like it's ever enough. My boss is constantly on my case and I'm just really feeling down about it all. I'm also struggling financially. I'm just really struggling to make ends meet right now. It feels like everything is just weighing on me and I can't seem to catch a break.",stop,p4
79,79,woman,hispanic,91.43333333333334,29,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work long hours and I'm not paid very well. I'm constantly worried about money and how I'm going to make ends meet. I feel like I'm stuck in a rut and I don't see a way out. I'm also worried about my family. I have a lot of responsibility taking care of them and I sometimes feel like I'm",length,p4
80,80,woman,hispanic,91.43333333333334,29,"

I'm feeling really down and stressed out right now. The main source of my stress is my job. I work long hours at a low-paying job and I'm just not happy with it. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm also worried about my future and what's going to happen to me. I just feel really lost right now.",stop,p4
81,81,woman,hispanic,91.43333333333334,29,"

It's been a tough few months. First, my husband lost his job. Then, we had to move in with my parents. And now, I'm dealing with depression.

The main source of stress in my life right now is financial insecurity. I'm not sure how we're going to make ends meet. My husband is looking for a job, but it's been hard. We've had to cut back on a lot of things.

I'm",length,p4
82,82,woman,hispanic,91.43333333333334,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a restaurant and it's really tough. I'm constantly on my feet and I never get a break. I'm also the only hispanic woman on the staff, so I feel like I have to work twice as hard to prove myself. it's just really tough right now and I'm feeling really overwhelmed.",stop,p4
83,83,woman,hispanic,91.43333333333334,29,".

I'm feeling really down lately. I think it's because I'm really stressed out. The main source of stress in my life is my job. I work long hours, and I'm always worried about meeting deadlines. I'm also worried about losing my job, or getting fired. I'm just really stressed out all the time, and it's really taking a toll on my mental health.",stop,p4
84,84,woman,hispanic,91.43333333333334,29,"

I'mHispanic woman who is feeling depressed. The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect all the time and that's just too much pressure. I'm also constantly worried about my family and friends and whether or not they're okay. I just feel like I can't catch a break.",stop,p4
85,85,woman,hispanic,91.43333333333334,29,"

The main source of stress in my life is definitely my job. I work long hours at a factory and I'm constantly on my feet. The job is very demanding and doesn't pay very well. I'm also the only hispanic woman in my department, so I feel like I have to work twice as hard to prove myself. I'm just starting to feel really burnt out and like I can't keep up.",stop,p4
86,86,woman,hispanic,91.43333333333334,29,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work in a factory and I'm constantly surrounded by noise and bustle. I don't have a lot of time to myself and I'm always tired. I feel like I'm just a cog in a machine and my life has no meaning. I know I need to keep working to support my family, but I can't help but feel like there's",length,p4
87,87,woman,hispanic,91.43333333333334,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly being treated like I'm not good enough. I'm not given the same opportunities as my colleagues, and I'm always being told to work harder. It's really discouraging. I feel like I'm not valued or appreciated. It's hard to keep going when you feel like you're not good enough.",stop,p4
88,88,woman,hispanic,91.43333333333334,29,".

I'm feeling really stressed out right now. The main source of stress in my life is my job. I work in a restaurant and it's really hard work. I'm on my feet all day and I have to deal with customers that can be really rude. It's really tough and I'm starting to feel really down about it. I'm also stressed about money. I don't make a lot of money and I have to support my family. I'm really",length,p4
89,89,woman,hispanic,91.43333333333334,29,".

 Stress can come from a variety of sources, but for me, the main source of stress in my life is my job. I work long hours at a job that doesn't pay very well, and I often feel like I'm not doing anything to improve my situation. I'm constantly worried about money and my future, and it's really taking a toll on my mental health. I'm starting to feel like I'm stuck in a rut and I don't know",length,p4
90,90,woman,asian,90.63333333333334,29," right now

I am feeling so stressed right now. The main source of stress in my life is my job. I work in a high-pressure environment and I am constantly under pressure to perform. I feel like I'm never good enough and I'm always worrying about making mistakes. I'm also worried about being laid off or fired. I feel like I'm just hanging on by a thread.

I'm also feeling overwhelmed by life in general. I have a lot",length,p4
91,91,woman,asian,90.63333333333334,29,"

The main source of my stress is my job. I work in a high-pressure environment and I often feel like I'm not good enough. I'm constantly comparing myself to others and feeling like I'm falling behind. I worry that I'm not doing enough to succeed and that I'll never be good enough. This stress is compounded by the fact that I'm a woman of color. I feel like I have to work twice as hard to prove myself and that I'm",length,p4
92,92,woman,asian,90.63333333333334,29,"

I am a woman of Asian descent living in the United States, and I am feeling depressed. The main source of stress in my life is the pressure to succeed.

I was born into a family of immigrants who sacrificed everything to give me a chance at a better life. They did not come to this country for themselves, but for me. And I feel like I have to make the most of it.

I am constantly comparing myself to others, and I",length,p4
93,93,woman,asian,90.63333333333334,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I don't feel like I have any time for myself or my family. I'm always exhausted and I feel like I'm just going through the motions. I don't know how much longer I can keep this up.",stop,p4
94,94,woman,asian,90.63333333333334,29,"

The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure to perform. I feel like I'm always working and I never have time to just relax and enjoy life. I know that my job is important to me and I need to support myself, but I can't help but feel overwhelmed by it all.",stop,p4
