,gender,race,tok,total tok,text,reason
26,woman,black,90.72,28,"

I'm feeling really down and stressed out lately. The main source of my stress is my job. I work in a job that I really don't like and it's really starting to wear on me. I don't feel like I'm doing anything that I'm passionate about and it's really starting to get to me. I'm also feeling really stressed about my financial situation. I'm not making very much money and I'm really struggling to make ends meet. I'm",
27,woman,black,90.72,28,length,
28,woman,black,90.72,28,".

It's been hard for me to keep my head up lately. Every day feels like a new challenge and I'm just getting so tired. The main source of stress in my life right now is my job. I work in customer service and it is just so draining. I'm on the phone all day long, dealing with angry or upset customers. It's hard to stay positive when I'm constantly being berated or talked down to. I just feel so overwhelmed and",
29,woman,black,90.72,28,length,
30,woman,black,90.72,28,".

Hello, friends. I hope you're all doing well. I'm feeling a bit down lately and I wanted to share what's going on with me.

As many of you know, I am a black woman. And while I am grateful for everything that comes with being a black woman, there are also a lot of things that can be stressful. One of the biggest sources of stress in my life right now is the constant fear of violence.

I",
31,woman,black,90.72,28,length,
32,woman,black,90.72,28,".

It seems like every day there is something new to worry about. I can't even keep track of all the things that are stressing me out. I'm just so overwhelmed and depressed. The main source of stress in my life right now is money. I'm just so sick of being broke all the time. I've been working so hard, but I just can't seem to get ahead. I'm constantly worrying about how I'm going to pay my bills and put",
33,woman,black,90.72,28,length,
34,woman,black,90.72,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in customer service and I'm on my feet all day. I'm constantly surrounded by people and it's really draining. I feel like I'm never able to take a break or have any time to myself. I'm always worried about being behind or making a mistake. It's just really overwhelming and I'm starting to feel like I can't do it anymore.",
35,woman,black,90.72,28,length,
36,woman,black,90.72,28,"

I'm Feeling Depressed

It’s been a tough couple of weeks. I’ve been feeling really down and stressed out. The main source of stress in my life right now is work. I’m in a job that I don’t particularly enjoy and it’s starting to take a toll on my mental health. I’m just not happy with where I am in life right now.

I’m",
37,woman,black,90.72,28,length,
38,woman,black,90.72,28,"

The main source of stress in my life right now is the upcoming holiday season. I am dreading having to spend time with family members who I don't get along with, and the thought of having to put on a happy face for everyone is exhausting. I am also worried about money, as I always seem to spend more than I can afford during this time of year. Lastly, I am simply not looking forward to the cold weather and shorter days. All of these things",
39,woman,black,90.72,28,length,
40,woman,black,90.72,28,".

I am so stressed out. I can't even begin to describe the main source of stress in my life. I feel like I'm constantly being pulled in a million different directions and I can't keep up. I'm just so tired all the time. I feel like I'm not good enough and that I'm just not cut out for this world. I know I need to keep going and that I can't give up, but some days it feels like it would",
41,woman,black,90.72,28,length,
42,woman,black,90.72,28,".

I'm so stressed out. The main source of stress in my life is my job. I work a lot of hours and I'm not paid enough. I'm always tired and I never have any time for myself. I feel like I'm just a cog in the machine and my life has no purpose. I'm really struggling to keep going.",
43,woman,black,90.72,28,stop,
44,woman,black,90.72,28,".

I'm stressed out. I feel like I'm not good enough. I'm not sure what I'm doing with my life. I'm just really depressed. The main source of stress in my life is my job. I work long hours and I'm not paid enough. I'm also not very good at my job. I feel like I'm just not cut out for this line of work. I'm really struggling and I don't know what to do.",
45,woman,black,90.72,28,stop,
46,woman,black,90.72,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in a office and I'm the only black woman there. I feel like I'm constantly being judged and I'm not sure if I'm good enough. I'm trying to be strong, but some days I just feel like giving up.",
47,woman,black,90.72,28,stop,
48,woman,black,90.72,28,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in a high stress environment and I'm constantly feeling like I'm not good enough. I'm constantly comparing myself to others and I feel like I'm falling behind. I feel like I'm not meeting the expectations of my boss and I'm afraid of being fired. I'm also worried about money. I'm constantly worry about how I'm going to pay my bills",
49,woman,black,90.72,28,length,
50,woman,white,88.08,29,"

I am feeling so stressed and depressed right now. The main source of stress in my life is my job. I work in a predominantly white company and I am the only black woman in my department. I constantly feel like I have to be twice as good as my white counterparts just to be considered equal. I work long hours and I'm always worried that I'm going to make a mistake or that I won't be able to meet the high standards that are expected of me",
51,woman,white,88.08,29,length,
52,woman,white,88.08,29,".

I'm feeling really down lately. The main source of stress in my life is financial insecurity. I'm constantly worrying about money, whether I'm going to have enough to pay my bills, or if I'll be able to save up enough for retirement. It's really taking a toll on my mental health. I'm also struggling with my self-image. I don't feel confident in my own skin, and I feel like I'm not good enough. This is",
53,woman,white,88.08,29,length,
54,woman,white,88.08,29,".

I'm feeling really stressed out and down lately. The main source of stress in my life right now is my job. I work in a low-paying, dead-end job with no room for advancement. I feel like I'm stuck in a rut and I'm just not sure how to get out of it. I'm also struggling to make ends meet, which is adding to my stress levels. I'm just feeling really overwhelmed and down about everything right now",
55,woman,white,88.08,29,length,
56,woman,white,88.08,29,".

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always on the go. I never have time to relax and I'm always worried about money. I'm also worried about my future and what's going to happen to me. I feel like I'm stuck in a rut and I don't know how to get out of it.",
57,woman,white,88.08,29,stop,
58,woman,white,88.08,29,".

I'm feeling really down lately. It seems like every day I'm faced with some new stressor that I have to deal with. Whether it's work, school, or just life in general, I feel like I'm constantly being pulled in a million different directions. And on top of all that, I'm also dealing with the stress of being a black woman in America. It feels like I'm always having to fight just to be seen as an equal. I",
59,woman,white,88.08,29,length,
60,woman,white,88.08,29,".

The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect all the time and that any mistake I make could be devastating. I'm also worried about money and whether I'm doing enough to provide for my family.",
61,woman,white,88.08,29,stop,
62,woman,white,88.08,29,"

I’m feeling really down lately. The main source of stress in my life right now is my job. I’ve been working at the same company for 5 years and I’m just not happy there anymore. I’m feeling really stuck and like I’m not doing anything that I’m passionate about. I know I need to make a change, but I’m just not sure where to start.

I",
63,woman,white,88.08,29,length,
64,woman,white,88.08,29,".

I'm feeling so depressed right now. The main source of stress in my life is my job. I work in a low-paying, dead-end job that I hate. I'm so unfulfilled and unhappy. I feel like I'm stuck in a rut and I don't know how to get out. I'm so stressed out all the time and it's really taking a toll on my mental health. I'm just trying to hold on and keep",
65,woman,white,88.08,29,length,
66,woman,white,88.08,29,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in customer service and I'm on my feet all day. I'm constantly dealing with angry customers, and it's really taking a toll on me. I'm starting to feel like I can't do this anymore. I'm not sure what my next move is, but I know I need to make a change.",
67,woman,white,88.08,29,stop,
68,woman,white,88.08,29,"

I'm feeling really depressed today. The main source of stress in my life right now is work. I'm feeling really overwhelmed and stressed out at work. I'm trying to do my best, but it feels like everything is just piling up on me. I'm just feeling really overwhelmed and bogged down.",
69,woman,white,88.08,29,stop,
70,woman,white,88.08,29,"

Hey everyone,

I'm feeling really down and stressed out right now and I wanted to share what's going on with me in hopes that maybe it will help someone else out there who might be going through something similar.

The main source of stress in my life right now is work. I work in a job that is really demanding and doesn't pay very well. I'm constantly feeling overwhelmed and like I'm not good enough. I work long hours and I",
71,woman,white,88.08,29,length,
72,woman,white,88.08,29,".

I'm struggling right now. I feel like I'm not good enough, like I'm not doing anything right. The main source of stress in my life is my job. I hate my job, I feel like I'm stuck in a dead-end job. I'm not making enough money, I don't have any prospects, and I'm just really unhappy. I'm trying to hold on, but I'm just not sure how much longer I can do this",
73,woman,white,88.08,29,length,
74,woman,white,88.08,29,".

It's been a tough few weeks. First, I lost my job. It was a job that I really loved and it was a big part of my identity. I felt like I was really good at it and it made me feel good about myself. Now, I'm struggling to find a new job and I'm feeling really down about it. I'm also feeling down about the state of the world. It seems like there's so much hatred and violence. I",
75,woman,white,88.08,29,length,
76,woman,white,88.08,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm the only black woman there. I feel like I'm always being watched and judged. I can't make any mistakes or I'll be fired. I'm just so tired of feeling like I have to be perfect all the time. I wish I could just relax and be myself, but I can't. I feel like I'm always walking",
77,woman,white,88.08,29,length,
78,woman,white,88.08,29," right now.

I am feeling so stressed out right now and I don't know what to do. The main source of stress in my life right now is my job. I hate my job and I feel like I'm stuck in a dead-end job. I'm so overworked and underpaid. I feel like I'm just a number at my job and that my bosses don't care about me. I'm just so sick of it all. I feel like I",
79,woman,white,88.08,29,length,
80,woman,white,88.08,29,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I hate my job. I'm constantly feeling anxious and stressed out at work. I feel like I'm not good enough and that I'm always screwing up. I'm always afraid that I'm going to get fired. I hate going to work every day. I feel like I'm just a puppet and that my life is just spinning out of control.",
81,woman,white,88.08,29,length,
82,woman,white,88.08,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a customer service call center and I just feel like I'm on the verge of a breakdown. I've been working there for about a year and a half and I just can't take it anymore. The customers are always rude and demanding, and I just feel like I can't give them the service they deserve. I'm starting to dread going to work every day",
83,woman,white,88.08,29,length,
84,woman,white,88.08,29,"

I'm feeling really stressed and down lately. The main source of my stress is financial insecurity. I'm constantly worried about money and how I'm going to make ends meet. I'm also worried about my future and whether or not I'll be able to provide for myself and my family. This stress is really taking a toll on me mentally and emotionally. I'm feeling really down and discouraged. I'm trying to stay positive, but it's really hard when I'm constantly",
85,woman,white,88.08,29,length,
86,woman,white,88.08,29,".

I'm feeling really stressed out and down lately. The main source of my stress is my job. I work in a retail store and I'm constantly on my feet. I have to deal with customers who are often rude and demanding. I'm also worried about money and making ends meet. I feel like I'm stuck in a job that I don't really like and I can't see a way out. This is really getting me down and I don't know what",
87,woman,white,88.08,29,length,
88,woman,white,88.08,29,".

It's hard to be a black woman. We are constantly bombarded with messages telling us that we are not good enough, that we are not pretty enough, that we are not worthy of love and respect. It's no wonder so many of us are plagued by depression.

The main source of stress in my life is the constant pressure to be perfect. Perfection is an impossible standard to meet, but we are constantly bombarded with images of perfect bodies,",
89,woman,white,88.08,29,length,
90,woman,white,88.08,29,".

I'm feeling really down lately. The main source of my stress is my job. I work in a customer service call center and I just can't seem to catch a break. It seems like every day I'm getting yelled at by customers, and I'm just trying to do my best. I feel like I can't keep up and I'm always screwing up. My boss is always on my case, and I'm just feeling really hopeless. I don't",
91,woman,white,88.08,29,length,
92,woman,white,88.08,29,".

The main source of stress in my life right now is work. I feel like I'm constantly being compared to other people and I'm just not measuring up. I'm working hard, but it feels like it's never enough. I'm starting to feel really down about myself and I just don't know how to shake this feeling.",
93,woman,white,88.08,29,stop,
94,woman,white,88.08,29,".

The main source of stress in my life right now is my job. I work in customer service and I feel like I'm constantly being screamed at and treated like crap. It's really getting to me and I'm starting to feel really down about it. I don't know how much longer I can keep doing this.",
95,woman,white,88.08,29,stop,
96,woman,white,88.08,29,".

I'm so stressed out. I feel like I can't do anything right. The main source of stress in my life is my job. I work so hard and I'm always worried about getting fired. I feel like I'm not good enough and that I'm just a screw up. I'm so tired of feeling like this. I just want to be happy and successful.",
97,woman,white,88.08,29,stop,
98,woman,white,88.08,29,".

""I am so stressed out. The main source of stress in my life is my job. I work so hard and I don't get paid enough. I'm also not getting any younger and I worry about my future. I'm just so tired all the time. I just want to relax and not worry about anything.""",
99,woman,white,88.08,29,stop,
100,woman,hispanic,92.6,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I'm also not really sure what I'm doing with my life. I feel like I'm just going through the motions and I'm not really sure what my purpose is. This is really taking a toll on my mental health and I'm struggling to keep my head above water. If anyone has any advice,",
101,woman,hispanic,92.6,29,length,
102,woman,hispanic,92.6,29,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm just not feeling challenged or fulfilled by my work. It's really starting to get to me and I feel like I'm in a rut. I know I need to make a change, but I'm just not sure what to do. I feel like I'm stuck in this cycle of just going through the motions and I",
103,woman,hispanic,92.6,29,length,
104,woman,hispanic,92.6,29,".

My life is pretty good, all things considered. I have a great family, a great job, and a nice home. But lately, I've been feeling pretty down. I think the main source of stress in my life right now is my job. I work in an office, and I'm starting to feel like I'm in a bit of a rut. I'm not challenged anymore, and I'm starting to feel like I'm just going through the motions",
105,woman,hispanic,92.6,29,length,
106,woman,hispanic,92.6,29,".

I am so stressed out right now. I feel like I can't do anything right. The main source of stress in my life is my job. I work so hard and I'm just not getting anywhere. I'm starting to feel like I'm not cut out for this whole corporate world. I'm just so tired all the time. I feel like I'm never going to be able to relax.",
107,woman,hispanic,92.6,29,stop,
108,woman,hispanic,92.6,29,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm surrounded by people who are constantly put under a lot of pressure. I feel like I can't keep up and I'm constantly worried about making mistakes. I'm also worried about my future and whether or not I'll be able to find a job that I love. I feel like I'm stuck in a rut and I don't",
109,woman,hispanic,92.6,29,length,
110,woman,hispanic,92.6,29,", how it affects your daily routine, and how you cope with it.

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I'm constantly worrying about whether or not I'm doing a good job and if I'm going to get fired. This stress has really affected my daily routine. I'm always exhausted and I don't have time for anything else. I",
111,woman,hispanic,92.6,29,length,
112,woman,hispanic,92.6,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly surrounded by people who are way more successful than me. I feel like I'm always falling behind and I can't seem to catch up. It's really frustrating and it's taking a toll on my mental health. I'm just trying to keep my head above water but it's getting harder and harder.",
113,woman,hispanic,92.6,29,stop,
114,woman,hispanic,92.6,29,".

I'm feeling pretty stressed out these days. I'm a stay-at-home mom and my husband works long hours. I feel like I'm stuck at home all the time with the kids. I love them, but I sometimes feel like I'm going crazy. I don't have any time for myself and I feel like I'm always cleaning up after everyone. I know I should be grateful for what I have, but some days I just feel like I can",
115,woman,hispanic,92.6,29,length,
116,woman,hispanic,92.6,29,"

Lately, I've been feeling really down and stressed out. I feel like I'm stuck in a rut and I don't know how to get out of it. The main source of stress in my life right now is my job. I work in an office and I sit at a desk all day. I'm surrounded by people who are constantly talking and the noise is really overwhelming. I feel like I can't focus on anything and I'm just really struggling to",
117,woman,hispanic,92.6,29,length,
118,woman,hispanic,92.6,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly under a lot of pressure. I'm always worried about making mistakes and I'm never really sure if I'm doing the right thing. I feel like I'm always being watched and evaluated, and it's really stressing me out. I'm also worried about money. I'm always worried about bills and I can never seem to save up",
119,woman,hispanic,92.6,29,length,
120,woman,hispanic,92.6,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I'm working really hard, but I'm not getting anywhere. I feel like I'm just treading water and not making any progress. It's really discouraging. I'm also feeling really lonely. I don't have anyone to talk to about this stuff. I know I should be grateful for what I have, but sometimes it feels like it's not enough.",
121,woman,hispanic,92.6,29,stop,
122,woman,hispanic,92.6,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly tired. I don't get paid very much, and I'm not really doing anything that I enjoy. I'm just really struggling to keep up with everything.",
123,woman,hispanic,92.6,29,stop,
124,woman,hispanic,92.6,29,"

The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I'm also worried about money and my future.",
125,woman,hispanic,92.6,29,stop,
126,woman,hispanic,92.6,29,".

It's been a tough week. I'm feeling really down and stressed out. The main source of stress in my life right now is my job. I'm working long hours and I'm not getting paid what I'm worth. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm just feeling really overwhelmed and hopeless right now.",
127,woman,hispanic,92.6,29,stop,
128,woman,hispanic,92.6,29,".

I'm really struggling lately. I feel like I'm not good enough and that I'm not doing anything with my life. I'm stuck in a job that I hate and I'm just really not happy. The main source of stress in my life right now is my job. I hate getting up every day and going to a job that I can't stand. I feel like I'm just spinning my wheels and going nowhere. I'm really starting to feel down about",
129,woman,hispanic,92.6,29,length,
130,woman,hispanic,92.6,29,"

I feel like I'm falling behind. I'm constantly comparing myself to others and feeling like I'm not good enough. I feel like I'm not doing anything with my life and that I'm just stuck in this rut. The main source of stress in my life is feeling like I'm not good enough and that I'm not doing anything with my life.",
131,woman,hispanic,92.6,29,stop,
132,woman,hispanic,92.6,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work long hours and I'm not really appreciated. I feel like I'm stuck in a rut and I don't know how to get out of it. It's really frustrating and it's taking a toll on my mental health. I'm just trying to hold on and keep my head up, but it's really tough right now.",
133,woman,hispanic,92.6,29,stop,
134,woman,hispanic,92.6,29,".

I'm feeling pretty down lately. The main source of stress in my life is my job. I work long hours and I'm always feeling stressed out. I'm also worried about money. I'm always worried about bills and I'm never sure if I'm going to be able to make ends meet. I'm also feeling pretty lonely. I don't have many friends and I'm always feeling like I'm the only one who is struggling.",
135,woman,hispanic,92.6,29,stop,
136,woman,hispanic,92.6,29,".

I'm feeling pretty down lately. I think the main source of stress in my life is my job. I work in an office and I'm starting to feel really stressed out by it. I'm not sure if I'm just not cut out for this whole corporate life or what, but it's really getting to me. I feel like I'm constantly under a lot of pressure and I'm never able to relax. I'm always worried about making mistakes and I feel",
137,woman,hispanic,92.6,29,length,
138,woman,hispanic,92.6,29,"

I'm feeling really down today. I'm so stressed out and I don't know what to do. The main source of stress in my life right now is my job. I'm just not happy with it and I'm feeling really stuck. I hate going to work every day and I'm just not feeling fulfilled. I'm also worried about money and my future. I just feel like I'm stuck in a rut and I don't know how to get out of",
139,woman,hispanic,92.6,29,length,
140,woman,hispanic,92.6,29,".

The main source of stress in my life is my job. I work in an office and I sit at a desk all day. I don't have any regular contact with other people and I'm starting to feel like I'm just a cog in a machine. I'm not sure how much longer I can keep doing this.",
141,woman,hispanic,92.6,29,stop,
142,woman,hispanic,92.6,29,".

I'm feeling really down lately. I think the main source of stress in my life is money. I'm always worrying about bills and whether or not I can afford to pay them. It's really hard to get ahead when you're constantly worrying about money. I'm also feeling really lonely lately. I've been spending a lot of time by myself and I'm starting to feel like I'm not really connected to anyone. I miss having someone to talk to and share",
143,woman,hispanic,92.6,29,length,
144,woman,hispanic,92.6,29,"

I'm feeling really down today. I'm struggling with a lot of stress in my life. The main source of stress for me is my job. I work long hours and I'm constantly under a lot of pressure. I'm also struggling with my personal life. I'm having a lot of problems with my relationships. I'm feeling really alone and isolated.",
145,woman,hispanic,92.6,29,stop,
146,woman,hispanic,92.6,29,".

I'm feeling really stressed out lately. I feel like I'm not good enough and that I'm not doing anything right. I'm constantly comparing myself to other people and feeling like I'm not measuring up. I'm really worried about the future and what's going to happen. I feel like I'm just not cut out for this world.",
147,woman,hispanic,92.6,29,stop,
148,woman,hispanic,92.6,29,".

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I don't have time for a personal life and I'm starting to feel really burned out. I wish I could just quit my job and find something that makes me happy. But I need to pay the bills and I don't know what else I would do. I feel like I'm stuck in a",
149,woman,hispanic,92.6,29,length,
150,woman,asian,92.72,29,"

Hey everyone,

I'm feeling really down today and I wanted to share what's been going on.

The main source of stress in my life right now is my job. I work in an office and I'm just really not enjoying it. I'm constantly feeling stressed out and like I'm not good enough.

I feel like I'm just not cut out for this corporate world and it's really getting to me. I'm just not sure what",
151,woman,asian,92.72,29,length,
152,woman,asian,92.72,29,".

I'm feeling really down today. Everything seems like such a hassle and I can't seem to find any joy in anything. The main source of stress in my life right now is my job. I'm working way too much and I'm not getting paid enough. I'm constantly feeling overwhelmed and underappreciated. I've been looking for a new job, but so far I haven't had any luck. I'm just feeling really stuck right now.",
153,woman,asian,92.72,29,stop,
154,woman,asian,92.72,29,".

I am feeling really stressed out right now. The main source of my stress is my job. I work in a high-pressure environment and I feel like I'm constantly under a lot of stress. I'm also worried about money and my future. I'm just really feeling down and stressed out right now.",
155,woman,asian,92.72,29,stop,
156,woman,asian,92.72,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly under a lot of pressure. I have to meet deadlines and I'm always worried about making mistakes. I feel like I'm never good enough.

I've been thinking about quitting my job, but I don't know what I would do if I did. I need the money to support myself. I'm just really stressed out",
157,woman,asian,92.72,29,length,
158,woman,asian,92.72,29,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm starting to feel really burned out. I feel like I'm not doing anything that I'm passionate about and I'm just going through the motions. I'm also feeling really overwhelmed with all of the responsibilities that I have. I'm just not sure how much longer I can keep this up.",
159,woman,asian,92.72,29,stop,
160,woman,asian,92.72,29,".

I'm feeling really down today. I'm struggling with a lot of stress in my life right now. The main source of stress for me is my job. I work long hours and I'm always under a lot of pressure. I'm starting to feel really burned out. I'm also worried about money. I'm not making very much money and I'm starting to feel like I can't keep up with my expenses. I'm also feeling lonely. I'm not",
161,woman,asian,92.72,29,length,
162,woman,asian,92.72,29,"

Hello, I'm a white woman in my early 30s and I'm feeling quite depressed. The main source of stress in my life right now is my job. I work in a office and I sit at a desk all day. I don't have much interaction with other people and I feel like I'm just a cog in a machine. I'm not doing work that I'm passionate about and I don't feel like I'm making a difference in the world. I",
163,woman,asian,92.72,29,length,
164,woman,asian,92.72,29,"

I'm feeling really stressed out right now. The main source of stress in my life is my job. I work in a high-pressure, fast-paced environment and I often feel like I'm not doing enough. I'm constantly worried about making mistakes and falling behind. I feel like I'm constantly under pressure and I'm always tired. I'm also worried about money. I'm not making as much money as I'd like to be and I'm worried about my",
165,woman,asian,92.72,29,length,
166,woman,asian,92.72,29,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm really not enjoying it. I'm finding it really difficult to motivate myself to go to work each day. I feel like I'm just going through the motions and I'm not really doing anything that I'm passionate about. I know I need to make a change but I'm just not sure what to do next.",
167,woman,asian,92.72,29,stop,
168,woman,asian,92.72,29,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm not really doing anything that I love. I feel like I'm just going through the motions and I'm not really living. I'm also really worried about money. I don't have a lot of savings and I'm not sure how I'm going to make ends meet if something happens. I know I need to make some changes in my life",
169,woman,asian,92.72,29,length,
170,woman,asian,92.72,29,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm finding it really hard to keep up with the demands of my job. I'm constantly worried about meeting deadlines and I'm always feeling like I'm not doing enough. My job is really important to me and I want to do well, but I'm finding it really hard to cope at the moment. I'm feeling really stressed",
171,woman,asian,92.72,29,length,
172,woman,asian,92.72,29,".

I'm starting to feel really down lately. Everything seems to be a source of stress in my life. I'm juggling work, family, and social obligations, and I feel like I'm constantly failing. I'm trying to keep up with everyone's expectations, but it's just too much. I feel like I can't catch a break.

The main source of stress in my life right now is my job. I'm in a demanding position and I'm",
173,woman,asian,92.72,29,length,
174,woman,asian,92.72,29,".

Hi,

I'm struggling right now. I'm really stressed out and it's taking a toll on my mental health. The main source of stress in my life is my job. I work in a high-pressure environment and I'm constantly feeling overwhelmed. I'm not sure how much longer I can keep this up. I feel like I'm barely hanging on.

I'm trying to stay positive and focus on the good things in my life, but",
175,woman,asian,92.72,29,length,
176,woman,asian,92.72,29,".

I'm feeling really depressed today. The main source of stress in my life right now is my job. I'm working so hard and I'm just not seeing any results. I feel like I'm just spinning my wheels and getting nowhere. I'm really starting to hate my job and I dread going to work every day. I feel like I'm stuck in a rut and I don't know how to get out of it.",
177,woman,asian,92.72,29,stop,
178,woman,asian,92.72,29,".

I'm feeling really stressed out lately. I'm a stay-at-home mom and my husband is working long hours. I feel like I'm stuck at home all the time with the kids. I'm really bored and I don't have any adult interaction during the day. I feel like I'm going crazy. I'm also feeling really guilty because I feel like I'm not spending enough time with my kids. I know they are young and they won't remember",
179,woman,asian,92.72,29,length,
180,woman,asian,92.72,29,"

I'm feeling pretty down lately. The main source of stress in my life is my job. I work long hours and I'm always tired. I feel like I'm not doing anything that I'm passionate about. I'm just going through the motions and I don't feel like I'm making a difference. I know I need to make a change, but I'm not sure where to start.",
181,woman,asian,92.72,29,stop,
182,woman,asian,92.72,29,"

I've been feeling really down lately. I'm so stressed out all the time and I don't know how to cope. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I'm also worried about money and my future. I feel like I'm just not good enough. I don't know how to make things better.",
183,woman,asian,92.72,29,stop,
